id,brand,name,year,price,Город,"Объем двигателя, л",Кузов,Пробег,Коробка передач,Цвет,Привод,Есть доставка
1144530,Chevrolet,"Cobalt,",2018,9636,Бухара,1.5 (бензин),седан,52.0,механика,,передний привод,
1144524,Daewoo,Lanos,1999,3854,Ходжейлийский район,,,,механика,белый,,
1114651,Chevrolet,"Spark,",2015,6000,Ташкент,1.25 (газ-бензин),хэтчбек,200000.0,механика,белый,передний привод,
1144528,ЛуАЗ,969М,1991,500,Ташкент,,,,механика,,,
1202683,Chevrolet,Nexia 3,2018,6263,Амударьинский район,1.5 (газ-бензин),седан,158000.0,механика,белый,передний привод,
1202687,Chevrolet,"Nexia 2,",2010,4500,Бухара,1.5 (бензин),седан,,механика,жёлтый,передний привод,
1202679,ВАЗ (Lada),2106,1982,2024,Гулистан,,седан,,механика,белый,,Да
1202680,ВАЗ (Lada),2101,1977,2000,Бандиханский район,,седан,83000.0,механика,красный,задний привод,Да
1202677,Chevrolet,"Cobalt,",2019,8672,Тахиаташ,1.5 (газ-бензин),седан,20000.0,механика,белый,передний привод,
1202678,Chevrolet,"Cobalt,",2020,9700,Ташкент,1.5 (бензин),седан,,механика,,передний привод,
1202657,Chevrolet,"Matiz,",2009,2800,Ташкент,,,380000.0,механика,серебристый,,
887788,Chevrolet,"Nexia 3,",2020,10310,Ташкент,1.5 (бензин),седан,50.0,автомат,белый,передний привод,
1139405,Chevrolet,Niva,2005,5700,Ташкент,1.7 (бензин),внедорожник,232.0,механика,серый,полный привод,
970990,Chevrolet,"Nexia 2,",2008,5000,Янгиарыкский район,1.6 (бензин),седан,178000.0,механика,серый,передний привод,
1211563,Chevrolet,"Lacetti,",2013,9200,Ташкент,1.6 (бензин),седан,96000.0,автомат,черный,передний привод,
876807,Chevrolet,"Nexia 2,",2009,4200,Булунгурский район,1.6 (газ-бензин),седан,141000.0,механика,белый,передний привод,
479189,Chevrolet,Damas,2009,6300,Ферганский район,0.5 (газ-бензин),микроавтобус,400.0,механика,белый,задний привод,
1217209,Chevrolet,"Spark,",2020,8000,Каган,1.3 (газ),хэтчбек,4800.0,механика,белый,передний привод,
1217180,ВАЗ (Lada),Vesta,2020,14000,Кургантепинский район,1.6 (бензин),хэтчбек,9500.0,механика,белый,передний привод,
1217207,ВАЗ (Lada),2107,2000,1927,Сардобинский район,,седан,,механика,вишня,задний привод,
1217205,Chevrolet,"Cobalt,",2015,8500,Ташкент,1.5 (бензин),седан,98000.0,механика,мокрый асфальт,передний привод,
1188335,ВАЗ (Lada),2107,2005,3500,Ташкент,,седан,,механика,белый,задний привод,
1188321,Daewoo,Nexia,2009,4500,Самарканд,1.6 (газ),седан,230000.0,механика,сине-голубой,передний привод,
1144501,Chevrolet,"Nexia 2,",2016,7000,Кумкурганский район,1.6 (бензин),седан,145000.0,механика,мокрый асфальт,передний привод,
1214374,ВАЗ (Lada),Largus,2017,11563,Бухара,,универсал,79000.0,механика,коричневый,передний привод,
1217202,Chevrolet,"Lacetti,",2009,6800,Ташкент,1.8 (газ-бензин),седан,228000.0,автомат,белый,передний привод,
1165010,ВАЗ (Lada),2106,1986,3500,Букинский район,,седан,,механика,зеленый,,
1137112,Mercedes-Benz,E 240,1981,2150,Навои,,седан,75383.0,механика,белый,задний привод,
1217203,Chevrolet,"Cobalt,",2013,8000,Нукус,1.5 (газ-бензин),седан,52000.0,механика,,передний привод,
1217194,ВАЗ (Lada),2101,1986,1500,Нарпайский район,,седан,,механика,белый,задний привод,
1217200,Chevrolet,"Captiva,",2008,11000,Бухара,2.3 (газ-бензин),кроссовер,100000.0,автомат,белый,полный привод,Да
1217198,Ravon,"Gentra,",2017,11500,Коканд,2 (бензин),седан,56200.0,автомат,белый,передний привод,
1217196,Chevrolet,Matiz Best,2010,4000,Самарканд,,седан,112.0,механика,бронза,,
1217185,Chevrolet,"Nexia 3,",2017,7800,Коканд,1.5 (бензин),седан,28000.0,автомат,белый,передний привод,
1217186,ВАЗ (Lada),2106,1992,1700,Ташкент,6 (бензин),седан,555.0,механика,перламутрово-коричневый,полный привод,
1217187,ВАЗ (Lada),2106,1986,2500,Ташкент,1.25 (газ-бензин),седан,,механика,,,
1188332,Daewoo,Matiz (Standart),2009,3700,Пайарыкский район,1 (газ-бензин),хэтчбек,200000.0,механика,серебристый,передний привод,Да
1188305,Chevrolet,"Lacetti,",2011,7900,Наманган,1.8 (газ-бензин),седан,146.0,автомат,белый,передний привод,
1188309,Daewoo,Tico,1998,2500,Навои,1 (бензин),седан,,механика,,,
1217176,ВАЗ (Lada),Самара 2 (седан 2115),2007,4200,Самарканд,1.6 (газ-бензин),седан,156000.0,механика,серебристый,передний привод,Да
1217179,Daewoo,Nexia,2005,4914,Янгибазарский район,1.5 (газ-бензин),седан,167000.0,механика,хамелеон,передний привод,
1217169,Mazda,RX6,1983,1445,Ургенч,,,,механика,красный,передний привод,
1188301,Chevrolet,"Cobalt,",2020,10000,Бухара,1.5 (бензин),седан,49.0,механика,,передний привод,
1188297,Chevrolet,"Nexia 3,",2020,9300,Бухара,1.5 (бензин),седан,80.0,механика,,передний привод,
1188294,Chevrolet,"Nexia 2,",2010,6700,Бухара,1.6 (бензин),седан,23400.0,механика,,передний привод,
1135724,Chevrolet,Malibu 2,2019,25000,Коканд,2.4 (бензин),седан,41000.0,автомат,черный,передний привод,
1175628,Chevrolet,Nexia 2,2013,6000,Шафирканский район,1.5 (газ-бензин),седан,141441.0,механика,белый,передний привод,
1171379,Chevrolet,"Spark,",2017,5781,Навои,1.3 (газ-бензин),хэтчбек,150000.0,механика,жёлтый,передний привод,
1202662,ВАЗ (Lada),2106,1991,220,Кошкупырский район,,,,механика,,,
1176424,Chevrolet,Nexia 2,2013,6000,Шафирканский район,1.5 (газ-бензин),седан,141441.0,механика,белый,передний привод,
1176430,ВАЗ (Lada),2106,1986,1000,Гузарский район,,седан,1111123.0,механика,белый,задний привод,
1176412,Daewoo,Matiz (Standart),2010,3700,Ангрен,0.8 (бензин),седан,144894.0,механика,белый,передний привод,
1202634,Chevrolet,"Spark,",2012,5500,Самарканд,1.6 (бензин),хэтчбек,14000.0,механика,серый,передний привод,
1176275,Toyota,Corolla,2008,9200,Андижан,1.8 (бензин),седан,183000.0,механика,белый,передний привод,
1176365,Daewoo,Matiz Best,2010,4000,Фергана,,,252.0,механика,белый,,
1176398,Chevrolet,Matiz,2003,3276,Джаркурганский район,,седан,,механика,белый,передний привод,Да
754349,Changan,Alsvin,2015,8000,Нарпайский район,1.5 (газ-бензин),фургон,43000.0,механика,серебристый,задний привод,Да
1202558,Chevrolet,Nexia 2,2009,5781,Самарканд,1.6 (газ-бензин),седан,270000.0,механика,бронза,передний привод,
1202645,Chevrolet,"Nexia 2,",2015,6900,Гулистан,1.6 (газ-бензин),седан,80000.0,механика,белый,передний привод,
1188316,Chevrolet,"Matiz,",2004,3000,Избасканский район,0.8 (газ-бензин),хэтчбек,278000.0,механика,серый,передний привод,Да
572680,Toyota,Venza,1999,1927,Музрабадский район,0.8 (газ-бензин),хэтчбек,93485.0,механика,зеленый,передний привод,
1176377,ВАЗ (Lada),2106,1996,1927,Турткульский район,,хэтчбек,,механика,белый,задний привод,
1134897,ВАЗ (Lada),Самара (хэтчбек 2108),1987,1754,Навои,,,,механика,,,
1156949,Chevrolet,"Nexia 2,",2015,7000,Гулистан,1.6 (газ-бензин),седан,140000.0,механика,белый,передний привод,
1156649,Chevrolet,"Lacetti,",2019,10500,Гулистан,1.5 (газ-бензин),седан,22000.0,механика,белый,передний привод,
1144520,Chevrolet,"Nexia 2,",2014,6263,Карши,1.5 (газ-бензин),седан,107000.0,механика,сине-голубой,передний привод,
1144500,Chevrolet,"Nexia 2,",2009,3500,Кибрайский район,1.5 (газ-бензин),седан,280000.0,механика,жёлтый,передний привод,
